token_id	token	frequency
5577	గై@@	74791
5578	ుడిగా	74777
5579	అధ్యక్ష	74757
5580	క్షణం	74744
5581	సంపద	74737
5582	లభ్య@@	74730
5583	వడి@@	74722
5584	శాశ్వత	74720
5585	ఆర్మీ	74707
5586	తెలుసు	74676
5587	జోన్	74676
5588	లక్షలు@@	74661
5589	ైంది@@	74648
5590	కారణమని	74642
5591	రాక	74620
5592	మాటల	74618
5593	లింక్	74615
5594	ానాం	74611
5595	చేశామని	74607
5596	అభ్యంతర@@	74603
5597	దీంతో@@	74564
5598	పంపు@@	74534
5599	ింపు@@	74527
5600	దేవా@@	74507
5601	ఎపిసోడ్	74505
5602	పవిత్ర	74491
5603	నవి	74476
5604	పరమాత్మ@@	74458
5605	గని	74411
5606	పక్షం@@	74406
5607	సందేహం	74387
5608	వలస@@	74378
5609	పెరిగి	74370
5610	నున్నట్టు	74370
5611	తీసు@@	74368
5612	పరిశీలించి@@	74365
5613	లీక్	74340
5614	పరీక్షల	74331
5615	సదస్సు@@	74327
5616	పడుతుందని	74294
5617	తిప్ప@@	74276
5618	క్లిష్ట@@	74276
5619	పోస్టర్	74266
5620	చెబుతూ	74252
5621	బ్రిటిష్	74237
5622	ధ్రువ@@	74235
5623	పాల్గొంట@@	74228
5624	రహదారి@@	74225
5625	రవాణా@@	74224
5626	చేసినట్టు	74224
5627	పొడవు@@	74201
5628	చాడు@@	74200
5629	మారుతి	74191
5630	వెండి	74168
5631	వెళ్లిపో@@	74154
5632	త్త	74143
5633	పార్@@	74132
5634	జంతువు@@	74119
5635	భావాల@@	74117
5636	తావు	74115
5637	స్వల్ప	74111
5638	స్తాను@@	74110
5639	అప్ప@@	74104
5640	భు@@	74052
5641	బెంగాల్	74045
5642	కొవ్వు	74033
5643	పోస్ట్@@	74030
5644	కోవాల్సిన	74017
5645	కౌన్సిల్	74014
5646	ఁగు@@	74005
5647	బంధు@@	73994
5648	నితిన్	73991
5649	లోక్సభ	73969
5650	వ్యాపారాల@@	73948
5651	పార్క్	73924
5652	భయపడ@@	73909
5653	రము@@	73906
5654	సేన	73893
5655	పర్యవేక్షి@@	73888
5656	ప్రవర్తించ@@	73881
5657	కలిగే	73875
5658	తుంటే	73863
5659	చనిపోయిన	73860
5660	భో@@	73844
5661	సగటు	73843
5662	రామారావు	73841
5663	కొందరి@@	73832
5664	స్టేషన్లో	73826
5665	నమూనా@@	73825
5666	ముగింపు	73817
5667	ీకరణ@@	73815
5668	మంచిది	73800
5669	రద్దు@@	73770
5670	అందు	73769
5671	భాషలో	73765
5672	అధ్యక్షుడి@@	73764
5673	ధరల	73738
5674	ఆఫీసర్	73729
5675	ట్లయితే	73722
5676	కాలం@@	73722
5677	వచ్చేసి@@	73710
5678	సీపీ	73702
5679	నవల@@	73682
5680	కరి@@	73682
5681	కొనియాడ@@	73673
5682	జనసేన@@	73651
5683	ద్వేష@@	73649
5684	గుంటూరు@@	73644
5685	పశు@@	73641
5686	తొ@@	73633
5687	కేటీఆర్@@	73619
5688	విన్న	73611
5689	క్లాస్	73610
5690	ందట	73607
5691	దెబ్బతి@@	73601
5692	స్పష్టత	73560
5693	మైక్రో@@	73544
5694	ఇపుడు	73526
5695	కోవ@@	73510
5696	పెడతా@@	73494
5697	రంగాల@@	73479
5698	శర@@	73476
5699	శిశువు@@	73473
5700	పడితే	73468
5701	ట్టే@@	73442
5702	ుణ్ణి	73427
5703	కూలి@@	73410
5704	సిఫార్సు	73407
5705	౯	73396
5706	సౌకర్యం	73378
5707	దేశాల్లో@@	73341
5708	నల్ల	73324
5709	మిటంటే@@	73318
5710	పోస్టు	73300
5711	అంతకుముందు	73277
5712	పోవ@@	73255
5713	జ్ఞానము@@	73252
5714	ఉపయోగించి@@	73243
5715	తెరవ@@	73176
5716	పుష్కలంగా	73127
5717	మృతదేహాన్ని	73119
5718	అందాల	73106
5719	అన్యాయం	73095
5720	పదార్థం	73091
5721	ధర్మాసన@@	73084
5722	సీటు	73064
5723	ాడని@@	73057
5724	థియేటర్@@	73044
5725	వసంత@@	73037
5726	దృష్ట@@	73025
5727	రిజిస్ట్రేషన్	73025
5728	విధించి@@	73016
5729	లాభాలు	73015
5730	బాల	72990
5731	ప్రదర్శి@@	72986
5732	ట్రాక్	72984
5733	రాజస్థాన్	72976
5734	సంపూర్ణ@@	72960
5735	గ్లోబల్	72958
5736	దీక్ష	72949
5737	పరిజ్ఞాన@@	72941
5738	ప్రక్క@@	72922
5739	కము@@	72882
5740	నిధుల	72880
5741	ంటా@@	72880
5742	కార్ల@@	72857
5743	ంద్ర@@	72857
5744	యత్న@@	72852
5745	వేగం	72846
5746	క్రమం	72841
5747	వదల@@	72825
5748	అప్@@	72793
5749	ఇరవై	72792
5750	బల్@@	72791
5751	క్రికెట్@@	72773
5752	సానుకూల	72731
5753	ణ్య@@	72728
5754	చిత్తూరు	72726
5755	నన్నారు@@	72719
5756	నివారణ@@	72693
5757	సెక్యూరిటీ	72683
5758	ప్రతీకాత్మక	72670
5759	మితి@@	72659
5760	సంప్రదాయ	72647
5761	దాటి	72600
5762	మాధవ@@	72569
5763	న్యాయమూర్తి	72566
5764	పెట్టాలని	72564
5765	అప్డేట్@@	72560
5766	ఇ	72556
5767	పెను@@	72555
5768	షాపు@@	72553
5769	దన్నారు@@	72549
5770	ఏంటో	72542
5771	గొంతు	72533
5772	వంతెన	72532
5773	మతం	72528
5774	గ్రామాల	72514
5775	ఎదుర@@	72504
5776	ఎద్దేవా	72503
5777	అం@@	72499
5778	గ్రామస్తుల@@	72488
5779	మరింత@@	72485
5780	యొ@@	72483
5781	ప్రచార	72470
5782	మల్ల@@	72470
5783	నిమ్మ@@	72460
5784	వ్యాపారస్తుల@@	72448
5785	మించిన	72445
5786	ఫ్రీ@@	72431
5787	నిర్ణయించుకున్న@@	72401
5788	మీరూ	72380
5789	డివిజన్	72376
5790	హ్య@@	72371
5791	ములగు	72366
5792	బౌలింగ్	72363
5793	మిత్రు@@	72357
5794	పూట	72343
5795	చిత్రీకరించ@@	72336
5796	మనీ@@	72334
5797	దిగి	72326
5798	ప్రత్యామ్నాయ@@	72228
5799	అన్య@@	72196
5800	స్మృతి	72172
5801	ప్ప	72170
5802	వార్షిక	72169
5803	దళితుల@@	72165
5804	అభిరుచి@@	72160
5805	పత్రాలు	72141
5806	మేలు@@	72139
5807	కోహ్లీ@@	72101
5808	నగరాల@@	72086
5809	నైట్	72086
5810	వేడి@@	72084
5811	పేపర్	72076
5812	గే	72070
5813	కన్పి@@	72069
5814	చిరు@@	72055
5815	ధాన్య@@	72053
5816	మెన్	72032
5817	స్థాపించ@@	72012
5818	న్య@@	72006
5819	వివరాల్లోకి	72002
5820	తీర్చు@@	71989
5821	అంకిత@@	71985
5822	చూస్తే@@	71982
5823	నిరోధించ@@	71970
5824	అత్త@@	71970
5825	నెలల@@	71953
5826	దె	71947
5827	జు	71934
5828	విశేష	71931
5829	సమీప	71929
5830	ఢీ@@	71908
5831	విజేత@@	71896
5832	రూమ్	71893
5833	టీం	71871
5834	పులు@@	71863
5835	ఊహ@@	71823
5836	ఆఫీస్	71814
5837	ముచ్చట@@	71807
5838	చేయాలని@@	71787
5839	అలాంటి@@	71770
5840	పరామర్శ@@	71761
5841	ఇన్నింగ్స్	71748
5842	తెలంగాణా	71743
5843	ఇవే@@	71742
5844	బం@@	71738
5845	ఉత్సాహం@@	71732
5846	ఎల్ల@@	71727
5847	కడుపు	71688
5848	షేర్@@	71683
5849	జర్	71667
5850	యుండెను@@	71654
5851	ఫో@@	71653
5852	ఛా@@	71646
5853	వ్యర్థ@@	71608
5854	ఫేస్బుక్@@	71599
5855	షూట్	71587
5856	తరగతుల@@	71586
5857	లోతు@@	71586
5858	దానితో	71584
5859	పరికరం	71583
5860	యూనివర్సిటీ@@	71579
5861	మిస్టర్	71579
5862	ప్రవేశించి@@	71560
5863	ఙ్గ@@	71543
5864	సీట్ల@@	71536
5865	సత్యనారాయణ@@	71520
5866	జరిపిన	71514
5867	వాస్తవం@@	71512
5868	ఐసీసీ	71508
5869	వారాల	71494
5870	ఆఫీసర్@@	71482
5871	వైష్ణవ@@	71477
5872	ర్యాలీ@@	71404
5873	కానిస్టేబుల్	71398
5874	సిస్టమ్	71345
5875	మతి	71345
5876	వ్రత@@	71343
5877	ాంగ@@	71332
5878	యని@@	71310
5879	నప్పుడు@@	71307
5880	విస్తృత	71273
5881	ాదులు	71260
5882	రహదారి	71258
5883	పడకుండా	71245
5884	పార్కు@@	71237
5885	విభిన్న	71236
5886	డిమాండ్@@	71232
5887	పద్య@@	71228
5888	ఇన్నింగ్స్@@	71209
5889	ఎదుట	71199
5890	కొరత	71176
5891	ఫిక్స్	71176
5892	వచ్చాక	71169
5893	శాం@@	71149
5894	తుండడంతో	71144
5895	ప్రత్యేకత@@	71131
5896	దేవరకొండ	71125
5897	చ్చింది@@	71121
5898	పం@@	71120
5899	హాసన్	71116
5900	కారి@@	71071
5901	షూటింగ్@@	71065
5902	పరి	71054
5903	కళ్యాణ్@@	71044
5904	సీరియస్	71028
5905	ఙ్@@	71024
5906	పిండి@@	70984
5907	పెర్@@	70962
5908	వేడుకల@@	70959
5909	నక్షత్ర@@	70958
5910	రష్మిక	70952
5911	స్మార్ట్ఫోన్	70913
5912	మత్తు@@	70896
5913	ఆడిన	70894
5914	మెచ్చు@@	70859
5915	సృష్టి	70849
5916	తీసే@@	70811
5917	రైలు@@	70799
5918	కాజల్	70795
5919	ఉద్యమం@@	70785
5920	ప్రారంభమైన	70772
5921	తాళ@@	70758
5922	చేసిందని	70751
5923	ప్రత్యుత్తర@@	70738
5924	ఇంజనీరింగ్	70712
5925	కంఠ@@	70709
5926	డెలివరీ	70685
5927	ఇంక	70677
5928	ఆచార్య	70632
5929	పోర్ట్	70631
5930	నిర్మిస్తున్న	70624
5931	ఆక్@@	70611
5932	నిల్వ@@	70585
5933	సముచిత	70562
5934	పోషి@@	70551
5935	సంరక్షణ	70526
5936	చైర్మన్@@	70497
5937	శ్రేష్ఠ@@	70488
5938	భరత@@	70470
5939	పొత్తు@@	70464
5940	సమగ్ర	70459
5941	సిస్టమ్@@	70447
5942	దాస్	70432
5943	ందే@@	70411
5944	పురుషులు	70405
5945	కృత్య@@	70379
5946	సంసార@@	70360
5947	ప్రాచీన	70354
5948	ఫైనల్@@	70353
5949	ఎత్తు	70326
5950	అలంకరించ@@	70310
5951	లిస్ట్	70306
5952	యగు@@	70292
5953	రహిత@@	70270
5954	వాడే	70262
5955	బీసీసీఐ	70256
5956	స్వభావ@@	70241
5957	పండు@@	70225
5958	ాక	70221
5959	పొగ@@	70165
5960	నంది@@	70145
5961	అనువాద@@	70131
5962	నాయకుల	70127
5963	ఘోర	70118
5964	వాటా	70102
5965	ద్ర@@	70085
5966	నెలలు@@	70044
5967	హాస్పిటల్@@	70044
5968	రియా	70027
5969	డానికే	70025
5970	వెర్షన్	70016
5971	కుంది	70014
5972	పరిషత్	69982
5973	తాయి	69980
5974	నుందని	69926
5975	టాపిక్	69924
5976	పొత్తు	69911
5977	స్వర@@	69895
5978	నవీన్	69891
5979	పూడి	69870
5980	తలుపు@@	69866
5981	అందాల@@	69865
5982	సమస్త	69856
5983	విలన్	69855
5984	టెన్@@	69829
5985	దివ్య	69793
5986	పెంచే@@	69792
5987	ంప	69782
5988	సందర్బ@@	69758
5989	సిటీ@@	69754
5990	అగ్ర@@	69738
5991	ంచడం@@	69733
5992	నుంచి@@	69728
5993	ఫాస్ట్	69706
5994	సక్రమ@@	69700
5995	షిప్@@	69672
5996	చేస్తుంది	69669
5997	ఎత్తి@@	69657
5998	వేసుకుని	69653
5999	సీతా@@	69639
6000	చేయవచ్చు	69637
6001	థి@@	69634
6002	గమనికః	69630
6003	నిప్పు@@	69626
6004	నినాదాల@@	69624
6005	వ్యయం	69618
6006	అర్పి@@	69556
6007	ఇంతకు	69553
6008	కాండ@@	69530
6009	ిస్తే@@	69523
6010	హాస్పిటల్	69482
6011	పాప	69481
6012	పోషకాల@@	69469
6013	ట్స్	69425
6014	ముగాఁ	69401
6015	చేస్తు@@	69392
6016	చేయాలి	69390
6017	తీసుకెళ్@@	69386
6018	అమర@@	69358
6019	గ్రహించి@@	69336
6020	ప్రవర్తన@@	69325
6021	లక్ష్యాల@@	69322
6022	మరణించిన	69305
6023	సజ్జ@@	69298
6024	తై@@	69294
6025	పండ్లు	69286
6026	తాం	69222
6027	డూ	69220
6028	ప్రతిష్టాత్మక@@	69215
6029	డూ@@	69208
6030	కలు	69203
6031	ట్రా@@	69197
6032	ప్రతిభ@@	69180
6033	దాసు@@	69174
6034	న్నింటి@@	69164
6035	పోతున్నా@@	69153
6036	మెన్@@	69135
6037	ప్రాతినిధ్య@@	69125
6038	ొద్దని	69121
6039	మహాత్మ@@	69117
6040	నిలవ@@	69098
6041	భావించి	69089
6042	రక్ష@@	69073
6043	డైన	69065
6044	వైరస్@@	69061
6045	జూన్@@	69045
6046	మర్యాద@@	69043
6047	ద్వితీయ@@	69040
6048	హాస్య@@	68999
6049	వెళు@@	68996
6050	పనుల	68995
6051	నిఘా	68994
6052	త్వము@@	68990
6053	వ్యాపి@@	68989
6054	చేందుకు	68940
6055	పథకం@@	68901
6056	బాట@@	68880
6057	కెప్టెన్@@	68873
6058	సిపిఎం	68866
6059	నమ్మక@@	68849
6060	సల్@@	68846
6061	మారి	68816
6062	ఫ్రీ	68771
6063	ఆసుపత్రి	68765
6064	గుర్తింపు@@	68763
6065	ఒకరి	68745
6066	చెబుతు@@	68744
6067	జమ	68730
6068	బిహార్	68729
6069	స్థిత@@	68725
6070	సెన్@@	68719
6071	హేతు@@	68714
6072	వర్కింగ్	68701
6073	విధాన@@	68700
6074	అనుకున్నా@@	68686
6075	శిష్య@@	68680
6076	కాలేజీ	68675
6077	గుహ@@	68674
6078	థియేటర్	68663
6079	రానా	68631
6080	రాజ్యం	68607
6081	సంబంధించిన@@	68561
6082	అనిపించ@@	68523
6083	రము	68518
6084	నిరూపించ@@	68512
6085	లోపం	68469
6086	కుట్ర	68461
6087	గౌ@@	68442
6088	ఉన్నందు@@	68441
6089	సత్య	68441
6090	శే@@	68436
6091	కాంబినేషన్@@	68414
6092	కూర@@	68405
6093	నకు@@	68400
6094	నామినేషన్@@	68388
6095	మూసి@@	68373
6096	క్షీణి@@	68364
6097	జే	68354
6098	లాభ@@	68325
6099	వైట్	68319
6100	దగ్గరి@@	68312
6101	వేలాది	68309
6102	పరిగణన@@	68304
6103	సమస్యలు@@	68295
6104	మనుషుల@@	68288
6105	జరిగింది	68276
6106	డాలర్ల	68262
6107	రూరల్	68251
6108	వాహన	68238
6109	పెరుగుదల	68236
6110	కలిగించే	68233
6111	టైమ్@@	68201
6112	శత్రు@@	68199
6113	శ్రీకారం	68183
6114	బడును@@	68155
6115	క్కు@@	68154
6116	కింగ్@@	68141
6117	బహిరంగ@@	68116
6118	న్యాయవాది	68105
6119	సంపన్న@@	68104
6120	అస్సలు	68092
6121	ప్లాంట్	68051
6122	ఉప్పు@@	68035
6123	బిజెపి@@	68032
6124	పూల@@	68023
6125	నట్లే	68018
6126	ఒడి@@	68009
6127	మాతృ@@	67983
6128	తీవ్రత	67981
6129	ముల్	67961
6130	యతి	67946
6131	స్తాయి	67941
6132	గదా	67929
6133	ప్రతిష్ఠ@@	67922
6134	వాయు@@	67893
6135	సేల్@@	67891
6136	ప్రజలు@@	67861
6137	అన్ని@@	67829
6138	వస్తువు	67823
6139	చిన్నారి	67817
6140	అసాధ్య@@	67810
6141	పెన్@@	67809
6142	ప్రత్య@@	67800
6143	పనిచేసిన	67794
6144	పోరాట@@	67755
6145	స్పంది@@	67747
6146	సమాధానమ@@	67747
6147	ఆరా	67740
6148	జెండా@@	67722
6149	నడవ@@	67722
6150	తడు	67721
6151	జరిమానా	67701
6152	నాయకత్వం@@	67692
6153	టన్	67682
6154	మ్ము	67664
6155	నిర్వహించే@@	67655
6156	నిండి@@	67651
6157	కలర్	67642
6158	బలవంతం@@	67634
6159	తరహాలో	67613
6160	విలాస@@	67604
6161	పెరిగే	67593
6162	థ్@@	67590
6163	కంద@@	67579
6164	బండ@@	67529
6165	చూస్తుంటే	67526
6166	టోర్నీ@@	67525
6167	మమ్మల్@@	67506
6168	చేయాలనే	67501
6169	ప్పుడైనా	67499
6170	నాయ@@	67495
6171	చెవి@@	67491
6172	శ్రీకాంత్	67463
6173	భాషల@@	67452
6174	పీఠ@@	67427
6175	జీవన@@	67417
6176	సింగ@@	67408
6177	సాధించి	67358
6178	సుకుమార్	67357
6179	తన్@@	67348
6180	రిలయన్స్	67345
6181	అబ్బాయి@@	67339
6182	మంటలు	67319
6183	ఇదివర@@	67297
6184	తోంది	67287
6185	వెంకటేష్	67269
6186	హీరోయిన్ల@@	67267
6187	బుద్ధ@@	67263
6188	మరియు@@	67254
6189	సంభవి@@	67250
6190	పూర్తయి@@	67247
6191	చరణ్@@	67242
6192	కోల్పోయిన	67226
6193	ఆశించ@@	67220
6194	అష్ట@@	67212
6195	కారము@@	67210
6196	తెలుపు@@	67206
6197	క్యారెక్టర్	67204
6198	బెడ్	67201
6199	పెట్టుబడి@@	67198
6200	జో	67194
6201	చల@@	67190
6202	గోల్డ్	67133
6203	చేరుకో@@	67131
6204	మొదట్లో	67130
6205	గీత	67104
6206	స్తున్నాడు@@	67104
6207	ుఁ@@	67097
6208	గానే@@	67089
6209	దురు	67085
6210	దొ@@	67078
6211	గతి	67064
6212	జీవించ@@	67034
6213	లెక్క	67017
6214	వంటకాల@@	67015
6215	సంభాషణ@@	67003
6216	పిమ్మట	66995
6217	డైరెక్ట్	66974
6218	ముఖ్యమైన@@	66963
6219	ప్రాతిపదిక@@	66963
6220	పునర్@@	66960
6221	త్య	66922
6222	సన్నిహిత@@	66918
6223	ఏరియా@@	66903
6224	యూట్యూబ్	66872
6225	నిజమే@@	66854
6226	యర్	66845
6227	సీఐ	66830
6228	విషమ@@	66820
6229	పక్కా	66799
6230	బ్యాంక్@@	66797
6231	సెంచరీ	66771
6232	విమర్శల@@	66771
6233	సంకల్ప@@	66770
6234	ంచును@@	66760
6235	విరోధ@@	66759
6236	శరీరము@@	66759
6237	పడటం	66733
6238	వేలు@@	66718
6239	ఒక్కొక్క@@	66713
6240	పాఠకుల	66703
6241	స్తోంది	66692
6242	వ్యాప్తి@@	66675
6243	ంతు@@	66673
6244	సిస్	66663
6245	టూ@@	66658
6246	గందరగోళ@@	66644
6247	వ్యాధుల@@	66644
6248	టైటిల్@@	66635
6249	వేసవి@@	66626
6250	కీలకం@@	66623
6251	సమీప@@	66605
6252	సుదీర్ఘ	66589
6253	మొదలవు@@	66580
6254	అర్ధరాత్రి	66574
6255	సాఫ్ట్	66573
6256	బన్నీ	66564
6257	వహించిన	66563
6258	శ్రీలంక	66555
6259	దర్శకుడు@@	66551
6260	వాడ	66540
6261	ాయ	66538
6262	బాల్@@	66520
6263	చేయడానికి@@	66513
6264	సైన్య@@	66482
6265	విగ్రహం	66452
6266	పట్టణంలో@@	66450
6267	విజయవంతం	66420
6268	విన్న@@	66409
6269	రివ్యూ	66399
6270	ఇంగ్లాండ్	66389
6271	నిరోధక	66379
6272	తమ్ము@@	66311
6273	ఒకే@@	66305
6274	జుట్టు@@	66277
6275	వైఖరి@@	66270
6276	హీరోల	66260
6277	కరణ@@	66240
6278	కాలుష్య@@	66221
6279	ుడే	66193
6280	మాదిరిగా	66193
6281	ీశ్వర@@	66191
6282	ప్రతినిధి@@	66181
6283	తుందనే	66168
6284	మరోవైపు@@	66147
6285	కోవాల్సి	66136
6286	చా	66130
6287	రాముడు	66127
6288	ంచ	66114
6289	నిషేధం	66110
6290	నగు@@	66103
6291	జెండా	66099
6292	గ్రంథము@@	66094
6293	సమయా@@	66086
6294	యును@@	66084
6295	మాట్లాడే	66083
6296	సంపాదించు@@	66072
6297	పడుతున్నాయి@@	66067
6298	నిర్మిస్@@	66059
6299	ట్లయితే@@	66057
6300	కమ్మ@@	66035
6301	విక్రమ్	66031
6302	కొచ్చింది@@	66021
6303	వాసన@@	66019
6304	లీగ్	66009
6305	స్తాం@@	66009
6306	హాయి@@	66009
6307	ఫ్రెండ్	66003
6308	చూసింది@@	65995
6309	కోల్పోయి@@	65993
6310	సచిన్	65982
6311	పునరుద్ధరించ@@	65973
6312	కుక్క	65946
6313	టివ్	65945
6314	ముగి@@	65942
6315	ఢ@@	65939
6316	బ్యాంకుల@@	65920
6317	భవన@@	65907
6318	నట@@	65899
6319	రోగి	65899
6320	ాల్సిందిగా	65898
6321	స్వయం	65888
6322	పిల్ల	65882
6323	ఉగ్రవాదుల@@	65879
6324	భాగాలు	65859
6325	ఆలోచనల@@	65837
6326	మహర్షి	65836
6327	చుట్ట@@	65832
6328	దొరుకు@@	65829
6329	బయలుదే@@	65827
6330	హర్@@	65801
6331	పొట్ట@@	65774
6332	వని@@	65763
6333	సమయం@@	65758
6334	జల	65757
6335	కళ్యాణ@@	65743
6336	ఇండ్ల@@	65711
6337	బ్యాటరీ	65711
6338	జాన్	65702
6339	ఫీచర్	65676
6340	బ్రో@@	65674
6341	పోతా@@	65651
6342	తోడు@@	65632
6343	ంచే@@	65626
6344	ఎస్పీ@@	65624
6345	అక్షరాల@@	65622
6346	జ్ఞానము	65619
6347	షెడ్యూల్@@	65618
6348	వివాదం@@	65588
6349	కుంభ@@	65567
6350	కంపెనీల	65533
6351	అడిగిన	65509
6352	స్టీల్	65491
6353	పట్టణంలో	65477
6354	పత్రం	65475
6355	శబ్దము@@	65462
6356	పాపం	65437
6357	మోసం@@	65437
6358	ధ్వ@@	65435
6359	సాగించ@@	65425
6360	పద	65420
6361	ప్రాధాన్యత@@	65400
6362	అందిస్తున్న	65399
6363	కొరటాల	65388
6364	నూతన@@	65355
6365	ఇతరుల	65354
6366	బెట్ట@@	65341
6367	పిల్లలు@@	65333
6368	సైన్యం	65326
6369	పనితీరు	65312
6370	యిచ్చ@@	65310
6371	ఉద్దేశించి	65306
6372	ఊరి@@	65304
6373	దోచు@@	65258
6374	నమస్తే	65244
6375	చర@@	65240
6376	ఇందు	65232
6377	ధోనీ	65228
6378	బలగాల@@	65224
6379	ొచ్చని	65170
6380	ఫామ్	65156
6381	ేతర	65150
6382	మనీ	65146
6383	స్పోర్ట్స్	65128
6384	వ్యవహార@@	65127
6385	టెలి@@	65106
6386	వార్త@@	65103
6387	ాధికారి	65098
6388	లేవ@@	65068
6389	అప్రమత్తం@@	65047
6390	వేసిన@@	65043
6391	న్నింటినీ	65038
6392	పెట్టా@@	65032
6393	వ్యక్తిత్వ@@	65018
6394	పంచుకున్న@@	65004
6395	తారా@@	65004
6396	నుండు	64993
6397	ప్రార్థన@@	64993
6398	కొనసాగుతున్న	64981
6399	దూసుకెళ్@@	64974
6400	చేసె@@	64949
6401	వీలైనంత	64939
6402	అరి@@	64936
6403	శ్రీశైల@@	64931
6404	బయటపడి@@	64898
6405	బాధ్యతల@@	64896
6406	గెలుచు@@	64877
6407	బుల	64856
6408	బుధ@@	64850
6409	చమురు	64841
6410	కష్టపడి	64831
6411	ముక్త@@	64801
6412	ాలన్న@@	64796
6413	వింత@@	64796
6414	వెల్లడి@@	64790
6415	నాన్@@	64788
6416	అభినంద@@	64782
6417	తుందా@@	64779
6418	్యము@@	64773
6419	చంద్రశేఖర్	64744
6420	విశేషా@@	64727
6421	రాజేంద్ర@@	64726
6422	చేద్దా@@	64721
6423	ఫొటో	64715
6424	కొమ్మ@@	64709
6425	వధ@@	64690
6426	విషయము	64678
6427	నన్@@	64675
6428	కనబడ@@	64654
6429	కట్టుబడి	64639
6430	ముద్ద@@	64636
6431	యత్@@	64616
6432	టెన్షన్	64614
6433	కంగా	64593
6434	సీన్@@	64577
6435	భాగాల@@	64553
6436	ంట@@	64548
6437	జీతాల@@	64545
6438	కూల@@	64545
6439	బాలీవుడ్@@	64544
6440	రాజీవ్	64544
6441	పశ్చిమ@@	64502
6442	ార్థ	64477
6443	పటేల్	64454
6444	డౌన్లోడ్	64440
6445	చక్రవర్తి	64432
6446	బ్యా@@	64428
6447	పౌ@@	64427
6448	ఫై	64415
6449	దక్కు@@	64405
6450	చెప్పినట్లు	64403
6451	నిలబడి	64398
6452	బాల్	64393
6453	శోక@@	64380
6454	య్యా@@	64356
6455	తెలుసుకోవడాని@@	64330
6456	పరిశీలన@@	64318
6457	మీటర్@@	64318
6458	మొక్కల@@	64306
6459	దిశ	64305
6460	ఆసుపత్రుల@@	64302
6461	మైనది	64296
6462	చెప్తా@@	64284
6463	కట్టి@@	64277
6464	ఖరీదైన	64262
6465	రెండేళ్ల	64238
6466	గుమ్మ@@	64220
6467	టికీ	64212
6468	ంటున్నారు@@	64205
6469	డబ్ల్యూ@@	64173
6470	శాస్త్రం	64170
6471	కాన@@	64164
6472	నాట@@	64160
6473	కాల్పులు	64153
6474	చూపు	64140
6475	రచ్చ	64124
6476	ళ	64111
6477	రఘు@@	64108
6478	లేదనే	64093
6479	రెస్పాన్స్	64082
6480	గ్రీ@@	64073
6481	దినోత్సవం	64067
6482	ంగి	64055
6483	ప్రయత్న@@	64052
6484	లేరని	64027
6485	బోతున్నారు@@	64021
6486	విద్యాశాఖ	64014
6487	చేశాడు	63981
6488	అనారోగ్యం@@	63964
6489	ప్రే@@	63956
6490	బార్	63951
6491	మోహ@@	63937
6492	సెలబ్రిటీ@@	63937
6493	సహాయక	63924
6494	కర్తవ్య@@	63920
6495	ఇత@@	63915
6496	చేయాలో	63910
6497	వెనక	63893
6498	ఓటమి@@	63882
6499	గెలుపు	63846
6500	ములలో	63839
6501	పదు@@	63815
6502	ఆపిల్	63813
6503	డమే@@	63811
6504	చెక్క@@	63810
6505	దారులు	63790
6506	క్కడ@@	63785
6507	గుర్తించి@@	63755
6508	రూపాయి	63737
6509	విశ్వసి@@	63713
6510	లుక్@@	63676
6511	మిటంటే	63665
6512	హాలీవుడ్	63661
6513	రోజా	63660
6514	నిక్	63640
6515	రుణ	63635
6516	ుట@@	63620
6517	డగు@@	63617
6518	టెడ్	63605
6519	మినహా	63547
6520	భావం	63542
6521	బ్యాం@@	63537
6522	వేవ్	63527
6523	తః@@	63524
6524	వెళ్తున్న	63521
6525	వార్	63507
6526	వున్నా@@	63499
6527	ఒకరు@@	63497
6528	గోప@@	63491
6529	పోతున్నాయి@@	63474
6530	గ్యాప్	63472
6531	హేమ@@	63460
6532	నట్టి@@	63446
6533	సంతృప్తి	63435
6534	గెస్ట్	63432
6535	పోవడానికి	63412
6536	విడుదలై@@	63384
6537	ద్దాం@@	63360
6538	భూముల	63357
6539	తాత్కాలిక	63356
6540	సాగుతున్న@@	63339
6541	సస్పెండ్	63329
6542	సంస్కృత	63310
6543	బయటపడ@@	63294
6544	ాత్మక@@	63289
6545	దీర్ఘ	63232
6546	జరిగి	63229
6547	భాషా@@	63214
6548	డె	63213
6549	అకౌంట్	63209
6550	ేషు	63187
6551	సాన్	63185
6552	గారిని	63169
6553	ముఖ	63166
6554	చంపే@@	63154
6555	లంక@@	63142
6556	ేంద్ర	63129
6557	ించండి@@	63129
6558	కత్తి	63090
6559	ఆదరణ	63089
6560	వాతావరణ@@	63084
6561	ఉంటున్న	63068
6562	విభేదాల@@	63064
6563	సరిహద్దు	63061
6564	కోచ్	63059
6565	వ్యవసాయం	63057
6566	తమిళంలో	63054
6567	జనతా	63052
6568	ఆప్షన్@@	63048
6569	శూన్య@@	63042
6570	టిఆర్ఎస్	63016
6571	చెరువు	62996
6572	భర్తీ@@	62986
6573	కార్డ్	62985
6574	ధైర్యం@@	62976
6575	కరెంట్	62961
6576	దృశ్యాల@@	62959
6577	వెళ@@	62959
6578	సకాలంలో	62954
6579	దిగువ@@	62935
6580	అందరు	62927
